Request_ID,Staff_ID,Current_Status,Created_At,Last_Updated,Request_Reason,Manager_Reason,Document,User_Seen,Manager_Seen
329,140894,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
330,150776,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
331,180019,Rejected,2024-11-03,2024-11-03,Quiet environment for focused work.,Team needs to collaborate in person.,[],True,True
332,151447,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
333,190028,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
334,151438,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
335,190055,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
336,140944,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
337,190037,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
338,180022,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
339,210019,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
340,180011,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
341,171041,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
342,140923,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
343,151496,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
344,210040,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,WFH not suitable for this role.,[],True,True
345,140889,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
346,151412,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
347,160295,Rejected,2024-11-03,2024-11-03,Bad weather or traffic.,Insufficient justification for WFH.,[],True,True
348,140015,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
349,171045,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
350,151600,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
351,160118,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
352,190054,Rejected,2024-11-03,2024-11-03,Online training or conference.,Request conflicts with other schedules.,[],True,True
353,140935,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
354,151480,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
355,190082,Rejected,2024-11-03,2024-11-03,Slight illness but can still work.,Company policy does not allow WFH on this day.,[],True,True
356,180021,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
357,151494,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
358,151496,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
359,170216,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
360,210030,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
361,160283,Rejected,2024-11-03,2024-11-03,Increased efficiency at home.,Request conflicts with other schedules.,[],True,True
362,180025,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
363,171012,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
364,190040,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
365,150445,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
366,150632,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
367,150655,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
368,151540,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
369,151505,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
370,160225,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
371,171045,Rejected,2024-11-03,2024-11-03,Better work-life balance.,Team needs to collaborate in person.,[],True,True
372,151531,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
373,151487,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
374,150115,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
375,190070,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
376,151411,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
377,150208,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
378,160314,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
379,151407,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
380,140883,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
381,210042,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
382,210029,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Request conflicts with other schedules.,[],True,True
383,160008,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
384,150342,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
385,190097,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
386,160118,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
387,150075,Rejected,2024-11-03,2024-11-03,Family obligations.,Team needs to collaborate in person.,[],True,True
388,151413,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
389,140888,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
390,151502,Rejected,2024-11-03,2024-11-03,Personal errands.,WFH not suitable for this role.,[],True,True
391,140108,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
392,180029,Rejected,2024-11-03,2024-11-03,Personal errands.,Company policy does not allow WFH on this day.,[],True,True
393,171044,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
394,151288,Rejected,2024-11-03,2024-11-03,Increased efficiency at home.,Insufficient justification for WFH.,[],True,True
395,150525,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
396,170216,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
397,150555,Rejected,2024-11-03,2024-11-03,Increased efficiency at home.,Insufficient justification for WFH.,[],True,True
398,171032,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
399,160142,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
400,151567,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
401,140892,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
402,150428,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
403,210041,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
404,151585,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
405,140935,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
406,140926,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
407,150555,Rejected,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,Company policy does not allow WFH on this day.,[],True,True
408,151479,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
409,150288,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
410,150796,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
411,160145,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
412,150976,Rejected,2024-11-03,2024-11-03,More comfortable working from home.,Company policy does not allow WFH on this day.,[],True,True
413,151502,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
414,151452,Rejected,2024-11-03,2024-11-03,Better work-life balance.,Company policy does not allow WFH on this day.,[],True,True
415,171044,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
416,180020,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
417,160118,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
418,151491,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
419,210039,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
420,171038,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
421,171008,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
422,151562,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Request conflicts with other schedules.,[],True,True
423,151433,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
424,151433,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
425,210044,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
426,171035,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
427,151583,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
428,210021,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
429,160339,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
430,190079,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
431,140910,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
432,170232,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
433,150422,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
434,151288,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
435,140525,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
436,160325,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
437,160065,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
438,160305,Rejected,2024-11-03,2024-11-03,Increased efficiency at home.,Request conflicts with other schedules.,[],True,True
439,151466,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
440,160293,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
441,160301,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
442,151596,Rejected,2024-11-03,2024-11-03,More comfortable working from home.,Company policy does not allow WFH on this day.,[],True,True
443,151427,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Company policy does not allow WFH on this day.,[],True,True
444,190040,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,Team needs to collaborate in person.,[],True,True
445,150776,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
446,151536,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
447,151444,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
448,190097,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
449,210036,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
450,190098,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
451,151559,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
452,171032,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
453,150938,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
454,150232,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
455,180022,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
456,190029,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
457,160337,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
458,160306,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
459,140912,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
460,160299,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
461,150283,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
462,160294,Rejected,2024-11-03,2024-11-03,Family obligations.,Request conflicts with other schedules.,[],True,True
463,150143,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
464,151452,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
465,140934,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
466,171030,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
467,151600,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
468,151468,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
469,151466,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
470,151469,Rejected,2024-11-03,2024-11-03,Slight illness but can still work.,Team needs to collaborate in person.,[],True,True
471,151467,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
472,130002,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
473,180027,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
474,160225,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
475,210022,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
476,150356,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
477,151578,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
478,150075,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
479,151524,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
480,160307,Rejected,2024-11-03,2024-11-03,More time for family or personal life.,Company policy does not allow WFH on this day.,[],True,True
481,210043,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
482,190022,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
